Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20240808,6.57,9.0,0.6,,,,BUY
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20240805,6.81,1.0,0.06,,,,BUY
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20240702,7.22,6.1395,0.5,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260107,84.08,2.0,1.0,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250930,47.65,2.0,0.9,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250820,38.7,2.0,0.8,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250728,44.91,3.0,1.0,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250718,50.8,2.0,1.0,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20241220,24.535,2.0,0.5,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20241218,23.55,5.0,1.0,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20241202,25.5,5.0,1.0,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20241108,13.41,2.0,0.3,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20241108,13.41,3.0,0.5,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20240821,6.6,10.0,0.6,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,,,,,,,,
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20260204,149.73,2.0,1.0,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250117,70.885,1.0,0.7,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20241209,80.19,1.0,0.8,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240911,34.825,5.0,1.0,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240708,27.8,1.1,0.3,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240404,22.5,0.89,0.2,,,,BUY
NU250718C00016000,,,,,,,,,20250811,0.0,4.0,,,,,SELL
NU250718C00016000,,,,,,,,,20250226,0.22,1.0,0.2,,,,BUY
NU250718C00016000,,,,,,,,,20250221,0.21,1.0,0.2,,,,BUY
NU250718C00016000,,,,,,,,,20241220,0.3355,1.0,0.0,,,,BUY
NU250718C00016000,,,,,,,,,20241218,0.4055,1.0,0.0,,,,BUY
RXRX250620C00015000,,,,,,,,,20260312,0.0,3.0,,,,,SELL
RXRX250620C00015000,,,,,,,,,20250811,0.0,2.0,1.0,,,,BUY
RXRX250620C00015000,,,,,,,,,20250226,0.43,1.0,0.4,,,,SELL
RXRX250620C00015000,,,,,,,,,20250114,0.38,1.0,1.0,,,,BUY
RXRX250620C00015000,,,,,,,,,20241217,0.8,1.0,0.0,,,,BUY
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20250507,135.81,1.0,1.0,,,,SELL
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20250131,171.525,0.5,0.8,,,,BUY
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20241218,132.89,1.5,1.0,,,,SELL
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20240717,81.93,0.5,0.4,,,,BUY
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20240715,86.7,0.5,0.45,,,,BUY
VST,160.85,2026/05/04,16:00 EDT,5.57001,157.69,162.38,157.44,4191376,20240711,91.25,1.0,0.9,,,,BUY
DXYZ,38.53,2026/05/04,16:03 EDT,3.82,35.2,39.95,34.98,4673910,20250506,37.1,2.0,0.7,,,,SELL
DXYZ,38.53,2026/05/04,16:03 EDT,3.82,35.2,39.95,34.98,4673910,20250311,28.93,1.0,0.3,,,,BUY
DXYZ,38.53,2026/05/04,16:03 EDT,3.82,35.2,39.95,34.98,4673910,20241204,45.45,0.9238,0.5,,,,BUY
DXYZ,38.53,2026/05/04,16:03 EDT,3.82,35.2,39.95,34.98,4673910,20240409,79.0,0.0762,0.1,,,,BUY
OKLO,68.6,2026/05/04,16:00 EDT,-1.8,70.454,72.3,68.5,8805624,20250605,48.97,3.0,1.0,,,,SELL
OKLO,68.6,2026/05/04,16:00 EDT,-1.8,70.454,72.3,68.5,8805624,20241220,20.16,3.0,0.6,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,,,,,,,,
IONQ,45.75,2026/05/04,16:00 EDT,-0.450001,46.53,49.14,45.31,26119603,,,,,,,,
